Inbox,Email
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6308
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6309
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6310
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6311
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6312
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6313
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6314
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6315
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6316
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6317
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6318
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6319
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6320
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6321
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6322
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6323
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6324
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6325
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6326
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6327
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6328
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6329
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6330
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6331
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6332
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6333
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6334
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6335
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6336
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6337
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6338
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6339
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6340
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6341
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6342
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6343
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6344
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6345
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6346
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6347
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6348
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6349
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6350
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6351
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6352
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6353
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6354
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6355
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6356
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6357
,6358
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6359
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6360
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6361
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6362
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6363
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6364
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6365
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6366
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6367
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6368
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6369
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6370
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6371
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6372
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6373
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6374
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6375
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6376
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6377
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6378
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6379
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6380
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6381
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6382
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6383
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6384
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6385
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6386
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6387
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6388
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6389
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6390
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6391
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6392
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6393
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6394
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6395
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6396
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6397
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6398
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6399
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6400
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6401
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6402
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6403
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6404
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6405
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6406
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6407
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6408
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6409
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6410
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6411
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6412
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6413
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6414
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6415
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6416
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6417
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6418
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6419
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6420
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6421
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6422
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6423
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6424
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6425
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6426
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6427
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6428
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6429
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6430
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6431
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6432
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6433
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6434
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6435
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6436
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6437
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6438
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6439
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6440
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6441
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6442
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6443
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6444
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6445
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6446
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6447
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6448
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6449
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6450
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6451
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6452
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6453
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6454
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6455
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6456
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6457
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6458
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6459
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6460
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6461
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6462
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6463
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6464
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6465
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6466
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6467
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6468
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6469
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6470
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6471
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6472
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6473
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6474
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6475
Themes and styles also help keep your document coordinated. When you click Design and choose a new Theme the pictures charts and SmartArt graphics change to match your new theme. When you apply styles your headings change to match the new theme.,6476
Save time in Word with new buttons that show up where you need them. To change the way a picture fits in your document click it and a button for layout options appears next to it. When you work on a table click where you want to add a row or a column and then click the plus sign.,6477
Reading is easier too in the new Reading view. You can collapse parts of the document and focus on the text you want. If you need to stop reading before you reach the end Word remembers where you left off - even on another device.,6478
Video provides a powerful way to help you prove your point. When you click Online Video you can paste in the embed code for the video you want to add. You can also type a keyword to search online for the video that best fits your document.,6479
To make your document look professionally produced Word provides header footer cover page and text box designs that complement each other. For example you can add a matching cover page header and sidebar. Click Insert and then choose the elements you want from the different galleries.,6480
